1	288	8.181435
1	168	7.0296717
1	3	6.7625203
1	160	6.588666
1	32	6.3282413
1	507	6.1646705
1	73	6.1470604
1	50	6.124205
1	242	5.7395887
1	19	5.6835794
2	8	6.035825
2	331	5.0826645
2	180	4.076057
2	211	3.937097
2	9	3.8937135
2	177	3.7695901
2	103	3.723616
2	254	3.6898549
2	637	3.4592178
2	47	3.3883543
3	50	19.20585
3	304	12.648489
3	305	12.465891
3	288	12.02895
3	3	11.218679
3	155	11.0243635
3	400	10.92478
3	275	10.843515
3	77	10.43404
3	38	10.195717
4	386	5.8654366
4	256	4.8623004
4	370	4.7052937
4	9	4.691906
4	104	4.676011
4	8	4.2350616
4	171	3.801031
4	375	3.7110271
4	307	3.7026038
4	177	3.569333
5	3	5.998033
5	6	5.8069963
5	288	5.688732
5	168	5.0452642
5	61	4.9181094
5	5	4.81513
5	248	4.803545
5	32	4.730077
5	173	4.484333
5	187	4.319725
6	8	12.347288
6	19	7.8043456
6	585	6.2423434
6	254	6.149946
6	173	5.8764534
6	2	5.78102
6	145	5.645196
6	3	5.5390005
6	162	5.4320793
6	353	5.1386056
7	50	6.7011876
7	173	5.3891115
7	19	5.264475
7	168	5.172907
7	187	4.937278
7	145	4.8780165
7	643	4.8120594
7	5	4.7684174
7	288	4.600989
7	522	4.51789
8	8	15.63849
8	254	12.546103
8	173	11.449076
8	19	9.955739
8	722	8.793923
8	501	8.677597
8	158	7.8102064
8	82	7.5865607
8	637	7.4161353
8	83	7.325469
9	168	7.5573483
9	288	7.4167805
9	8	7.2815495
9	3	6.822047
9	50	6.2821627
9	515	6.202589
9	187	5.776882
9	5	5.631412
9	305	5.516344
9	250	5.506469
10	254	5.482435
10	50	5.2135763
10	305	4.3715305
10	637	4.284113
10	19	4.236238
10	61	3.8365135
10	248	3.6228008
10	47	3.6192384
10	53	3.5037704
10	3	3.402894
11	96	4.8123446
11	278	4.176555
11	173	3.84859
11	50	3.7357693
11	305	3.696518
11	637	3.688017
11	362	3.5648115
11	254	3.482479
11	83	3.411004
11	82	3.2491302
12	305	5.3634224
12	9	5.1510286
12	8	4.622636
12	3	4.4355183
12	171	4.380931
12	42	4.243109
12	331	3.9990702
12	6	3.8493896
12	353	3.8207111
12	386	3.8059173
13	305	2.5085876
13	203	2.1677256
13	353	2.081091
13	171	2.0769181
13	42	2.0615692
13	3	2.055552
13	278	2.0239828
13	96	1.9829248
13	6	1.9347318
13	7	1.9246919
14	8	6.3108187
14	42	4.168855
14	331	3.970253
14	3	3.6835675
14	386	3.6650047
14	171	3.5315545
14	305	3.479189
14	288	3.3441167
14	6	3.2809958
14	9	2.9016674
15	96	4.5044904
15	594	3.1656785
15	561	2.9696689
15	50	2.826097
15	1165	2.7814484
15	625	2.7527275
15	111	2.4140964
15	19	2.271963
15	238	1.8911664
15	1463	1.7432716
16	278	9.976578
16	594	7.8638563
16	1165	7.5940833
16	561	6.7117395
16	61	6.43812
16	625	6.2073607
16	112	6.0925846
16	88	5.978431
16	1048	5.959254
16	353	5.054169
17	19	7.8268437
17	382	4.9931107
17	275	4.7702036
17	288	4.76448
17	304	4.6986628
17	145	4.276207
17	242	4.146125
17	7	4.1349745
17	155	4.1191587
17	245	4.0550637
18	177	5.739207
18	331	5.3711224
18	637	4.865845
18	82	4.860126
18	211	4.7163363
18	708	4.481241
18	376	4.374859
18	9	4.373616
18	37	4.3565884
18	1192	4.246727
19	50	7.2140636
19	254	6.7163477
19	82	6.3608384
19	19	6.213989
19	331	5.9385166
19	47	5.8835373
19	103	5.832851
19	376	5.7606106
19	180	5.42054
19	375	5.3426943
20	305	2.7802792
20	8	2.5692601
20	42	2.5611787
20	3	2.537049
20	171	2.4258685
20	103	2.368473
20	386	2.1179144
20	307	2.1038861
20	353	1.9511743
20	47	1.9413242
21	8	8.242777
21	254	5.66216
21	25	5.1448526
21	145	4.999171
21	173	4.944239
21	155	4.7883697
21	3	4.693163
21	288	4.4857297
21	305	4.3063297
21	187	4.226381
22	304	5.8332014
22	70	5.342724
22	7	5.201124
22	50	5.10264
22	19	5.0108113
22	143	4.79297
22	643	4.7304287
22	288	4.572232
22	275	4.3430414
22	73	4.192523
23	8	4.984145
23	304	2.858758
23	155	2.3249412
23	19	2.1852276
23	38	2.127813
23	50	1.9612665
23	400	1.9323986
23	314	1.8092637
23	245	1.7467091
23	145	1.7454932
24	254	7.6377277
24	515	5.487748
24	82	5.428568
24	173	5.3325095
24	25	5.270112
24	637	5.209551
24	376	5.124258
24	145	5.1022377
24	216	5.0339103
24	143	4.9396276
25	8	10.78759
25	50	8.537202
25	3	7.5771265
25	19	7.5673294
25	173	7.4003024
25	305	7.119212
25	53	6.94454
25	145	6.752987
25	288	6.5235085
25	254	6.4432373
26	3	13.0729885
26	305	11.796604
26	6	10.5229845
26	94	9.49203
26	163	9.253492
26	288	9.208237
26	248	8.926094
26	585	8.877539
26	5	8.699559
26	2	8.516342
27	50	6.0925226
27	19	4.6995707
27	168	3.7311397
27	187	3.7256274
27	288	3.459352
27	145	3.3989635
27	158	3.3706157
27	8	3.1800315
27	250	3.1404767
27	1128	3.1393268
28	8	7.240576
28	61	5.327446
28	331	4.4280767
28	585	4.3913155
28	103	4.255926
28	47	4.127239
28	254	4.1131744
28	637	4.04691
28	162	3.864958
28	501	3.8621147
29	3	9.83275
29	288	9.05628
29	145	8.544949
29	8	7.8406487
29	305	7.7290177
29	94	7.292816
29	2	7.1925545
29	163	7.0210443
29	19	7.011649
29	32	6.997136
30	8	5.027137
30	9	3.866211
30	331	3.8117526
30	375	3.7221549
30	211	3.2722163
30	61	3.2641726
30	180	3.1522083
30	103	3.041008
30	82	2.9987829
30	254	2.877562
31	3	5.463112
31	171	4.9712844
31	386	4.6270523
31	104	4.4838476
31	6	4.310541
31	42	4.207849
31	305	3.9513812
31	451	3.8531976
31	266	3.7290483
31	467	3.6541867
32	8	14.076078
32	305	8.175294
32	61	8.155449
32	254	8.147902
32	353	7.565149
32	331	6.950777
32	103	6.9477844
32	47	6.92556
32	637	6.671962
32	82	6.447141
33	288	6.493702
33	7	6.260311
33	3	5.903596
33	6	5.7963767
33	50	5.5825043
33	187	5.575797
33	168	5.1684437
33	73	5.0664597
33	19	4.584861
33	160	4.3837333
34	8	8.726161
34	305	6.0200186
34	3	5.1723547
34	19	4.7525434
34	50	4.542283
34	288	4.2612376
34	6	4.1610136
34	163	4.1207647
34	79	3.9931316
34	353	3.9647222
35	50	6.2072444
35	168	5.118572
35	288	5.1046844
35	7	4.80581
35	19	4.710695
35	187	4.5286903
35	8	4.436687
35	515	4.4253035
35	145	4.3996005
35	73	4.225912
36	19	5.2430124
36	168	4.1134715
36	1128	4.1017714
36	44	4.0794854
36	187	3.8783262
36	96	3.7521615
36	278	3.7220206
36	25	3.596635
36	288	3.5887847
36	6	3.4458172
37	61	8.7913885
37	353	7.026081
37	305	6.831633
37	96	6.7636557
37	114	6.720816
37	103	6.0314827
37	278	6.01882
37	112	5.9458375
37	47	5.9306717
37	202	5.877599
38	8	7.741167
38	61	6.553703
38	254	5.489273
38	50	4.9347787
38	96	4.5758057
38	278	4.4273996
38	82	4.2233505
38	501	4.170123
38	83	4.146642
38	173	3.865864
39	50	8.846668
39	19	6.340328
39	168	6.2337413
39	187	5.828891
39	173	5.6587296
39	96	5.4718995
39	288	5.395847
39	278	5.183591
39	44	4.939752
39	6	4.904804
40	3	10.67702
40	288	9.730506
40	7	9.716606
40	186	8.5975
40	507	8.498505
40	31	8.164859
40	451	8.151793
40	160	8.03587
40	218	7.7482905
40	32	7.7305307
41	3	9.325222
41	305	9.051178
41	6	7.7402616
41	61	7.081415
41	53	6.4126587
41	77	6.0479584
41	288	5.99533
41	163	5.9890246
41	8	5.788279
41	585	5.76374
42	61	7.7964168
42	9	7.715388
42	8	7.4723806
42	386	6.7164226
42	65	6.4653935
42	114	6.230907
42	331	5.892722
42	171	5.882537
42	263	5.714024
42	501	5.340119
43	8	7.6114254
43	103	5.653285
43	82	5.2776823
43	637	5.2663274
43	61	4.8726134
43	173	4.793981
43	375	4.728196
43	376	4.685608
43	254	4.6081343
43	180	4.497252
44	8	13.1546545
44	65	10.004461
44	722	9.684628
44	501	9.441828
44	254	8.542225
44	114	7.7499995
44	305	7.5705786
44	248	7.053891
44	47	6.328723
44	103	6.248874
45	186	3.0240345
45	245	2.9428766
45	382	2.6374946
45	275	2.4907
45	304	2.4396963
45	244	2.2394567
45	724	2.1479435
45	7	2.1262867
45	345	2.0199168
45	121	2.0118778
46	96	6.6617126
46	50	4.9684324
46	173	4.36786
46	8	4.2437315
46	19	4.203185
46	561	3.436789
46	82	3.3327117
46	42	3.2332797
46	362	3.000175
46	77	2.9969754
47	44	3.830119
47	32	3.5293937
47	643	3.4404888
47	320	3.4019222
47	145	3.3443274
47	70	3.273305
47	247	3.2062232
47	66	3.1911564
47	2	3.1457613
47	288	3.1415746
48	3	8.47225
48	7	7.1995506
48	304	6.787057
48	6	6.6721087
48	145	6.3592467
48	187	6.277626
48	305	6.2594786
48	168	5.808792
48	19	5.637532
48	32	5.5447073
49	50	5.5175405
49	44	4.116085
49	96	3.819194
49	19	3.7849736
49	187	3.4548783
49	70	3.2978635
49	203	3.091227
49	522	3.0715635
49	1128	3.0564685
49	173	2.9647653
50	8	9.620548
50	61	9.364788
50	305	7.1244907
50	254	6.772403
50	83	6.676474
50	637	6.491878
50	65	6.238713
50	47	6.014511
50	82	6.008598
50	353	5.96195
51	19	7.5513716
51	254	6.158125
51	637	4.493515
51	82	4.052779
51	376	3.8897443
51	145	3.7261994
51	47	3.6597853
51	25	3.569304
51	275	3.544429
51	362	3.4705672
52	382	5.935693
52	345	5.424918
52	121	4.7087674
52	278	4.642439
52	537	4.3841066
52	648	4.3623533
52	54	4.270133
52	304	4.0279813
52	122	3.6849518
52	387	3.5932808
53	386	3.795113
53	171	3.6496909
53	8	3.603759
53	104	3.543889
53	353	3.1762486
53	42	3.085823
53	38	3.0267382
53	3	2.7866197
53	370	2.7750168
53	256	2.7497888
